ticker,entry_date,entry_price,category,pattern_used,market_regime_verdict,sector_health_verdict,exit_date,exit_price,exit_reason,return_pct,days_held,target_pct,stop_pct,confidence_score,caps_applied
SONACOMS.NS,2024-07-22,708.0,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-05,657.5317259627224,STOP_HIT,-7.128287293400796,10,8.910359116751,7.128287293400796,41.2,
TORNTPOWER.NS,2024-07-22,1509.2,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-07-31,1652.174063339773,TARGET_HIT,9.473500088773722,7,9.473500088773722,7.57880007101898,42.2,
VIYASH.NS,2024-07-22,144.87,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-06,130.8915429913192,STOP_HIT,-9.648965975482023,11,12.061207469352512,9.648965975482023,45.8,
ZYDUSLIFE.NS,2024-07-22,1154.55,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-07-29,1239.2304762340996,TARGET_HIT,7.334500561612717,5,7.334500561612717,5.867600449290161,42.0,
ADANIPORTS.NS,2024-07-29,1548.7,EXECUTE,,FAVORABLE,STRONG,2024-08-12,1471.4818992617909,STOP_HIT,-4.985994752903026,10,6.232493441128789,4.985994752903026,66.2,
AUROPHARMA.NS,2024-07-29,1405.0,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-13,1494.0242687467194,TARGET_HIT,6.3362468858875,11,6.3362468858875,5.068997508709996,53.4,
AZAD.NS,2024-07-29,1635.5,EXECUTE,,FAVORABLE,STRONG,2024-08-27,1624.15,TIME_EXIT,-0.6939773769489397,20,10.893281238963512,8.714624991170803,100.0,
BALKRISIND.NS,2024-07-29,3305.15,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-05,3130.9886712881485,STOP_HIT,-5.269392575582096,5,6.586740719477612,5.269392575582096,45.8,
BEL.NS,2024-07-29,321.35,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-05,296.3652776253797,STOP_HIT,-7.774925276060474,5,9.718656595075592,7.774925276060474,43.4,
BHEL.NS,2024-07-29,323.05,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-05,298.07031371603864,STOP_HIT,-7.732452030323904,5,9.665565037904884,7.732452030323904,46.8,
COLPAL.NS,2024-07-29,3014.9750000000004,ALERT_WATCHLIST,is_ascending_triangle_breakout,FAVORABLE,WEAK,2024-07-30,3200.864640677284,TARGET_HIT,6.165545010399215,1,6.165545010399215,4.932436008319363,46.8,
DIVISLAB.NS,2024-07-29,4648.975,ALERT_WATCHLIST,is_ascending_triangle_breakout,FAVORABLE,WEAK,2024-08-01,4945.532454808523,TARGET_HIT,6.3789857938260015,3,6.3789857938260015,5.103188635060805,40.2,
DRREDDY.NS,2024-07-29,6840.05,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-27,6962.95,TIME_EXIT,1.7967704914437708,20,5.304688582025912,4.24375086562073,41.0,
EICHERMOT.NS,2024-07-29,4962.25,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-02,4742.86308815766,STOP_HIT,-4.421117675295278,4,5.526397094119111,4.421117675295278,44.4,
ESCORTS.NS,2024-07-29,4145.6,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-02,3905.9105033300575,STOP_HIT,-5.781780602806418,4,7.227225753508026,5.781780602806418,48.0,
GAIL.NS,2024-07-29,231.87,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-27,236.52,TIME_EXIT,2.0054340794410686,20,8.56087615635743,6.848700925085946,40.8,
GLAND.NS,2024-07-29,2029.65,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-06,2195.0493890684893,TARGET_HIT,8.149158183356203,6,8.149158183356203,6.519326546684956,43.6,
GODREJPROP.NS,2024-07-29,3129.85,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-05,2919.4721505638436,STOP_HIT,-6.7216591669299275,5,8.402073958662406,6.7216591669299275,40.8,
GRANULES.NS,2024-07-29,564.85,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-07-31,607.1817090066111,TARGET_HIT,7.494327521751093,2,7.494327521751093,5.995462017400878,40.4,
GVT&D.NS,2024-07-29,1574.2,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-05,1795.019613762766,TARGET_HIT,14.027417975020077,5,14.027417975020077,11.221934380016062,44.6,
INDIGO.NS,2024-07-29,4399.475,EXECUTE,is_ascending_triangle_breakout,FAVORABLE,STRONG,2024-08-05,4170.85747809154,STOP_HIT,-5.196472804333715,5,6.495591005417128,5.196472804333715,69.4,
LLOYDSENGG.NS,2024-07-29,91.75,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-05,82.44366766889513,STOP_HIT,-10.14314150529141,5,12.678926881614272,10.14314150529141,43.6,
LUPIN.NS,2024-07-29,1861.15,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-02,1965.7678337191908,TARGET_HIT,5.621139280508862,4,5.621139280508862,4.496911424407089,48.4,
MARUTI.NS,2024-07-29,12751.55,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-01,13408.949580760847,TARGET_HIT,5.15544840243616,3,5.15544840243616,4.124358721948927,40.0,
NAM-INDIA.NS,2024-07-29,650.85,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-19,720.2176947535396,TARGET_HIT,10.658015633946313,14,10.658015633946313,8.526412507157048,44.8,
NAUKRI.NS,2024-07-29,7097.95,ALERT_WATCHLIST,,FAVORABLE,WEAK,2024-08-27,7493.95,TIME_EXIT,5.579075648602766,20,7.350070785365095,5.8800566282920785,48.2,
PAGEIND.NS,2024-07-29,41133.5,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-27,41528.35,TIME_EXIT,0.9599231769725372,20,5.84911710672246,4.679293685377961,53.6,
PRESTIGE.NS,2024-07-29,1881.2,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-08-02,1697.0910668821816,STOP_HIT,-9.78678147553787,4,12.233476844422347,9.78678147553787,54.2,
SIEMENS.NS,2024-07-29,7096.35,ALERT_WATCHLIST,,FAVORABLE,STRONG,2024-08-06,6589.165382603882,STOP_HIT,-7.147119538863196,6,8.933899423578989,7.147119538863196,42.0,
SUNPHARMA.NS,2024-07-29,1566.175,ALERT_WATCHLIST,is_ascending_triangle_breakout,FAVORABLE,WEAK,2024-07-30,1654.5799787579876,TARGET_HIT,5.6446424414888305,1,5.6446424414888305,4.515713953191067,55.4,
TORNTPOWER.NS,2024-07-29,1592.2,ALERT_WATCHLIST,,FAVORABLE,NEUTRAL,2024-07-31,1742.658702613893,TARGET_HIT,9.44973637821209,2,9.44973637821209,7.559789102569675,52.6,
ALKEM.NS,2024-08-05,5314.2,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-08,5675.822032593652,TARGET_HIT,6.804825422333597,3,6.804825422333597,5.443860337866884,42.6,
APARINDS.NS,2024-08-05,8213.25,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-30,9360.177004492738,TARGET_HIT,13.964350342346062,18,13.964350342346062,11.171480273876854,40.6,
APOLLOHOSP.NS,2024-08-05,6427.35,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,WEAK,2024-08-07,6736.665926991776,TARGET_HIT,4.812495460676266,2,4.812495460676266,3.849996368541013,62.8,
AUROPHARMA.NS,2024-08-05,1421.25,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-13,1506.6153987006448,TARGET_HIT,6.006360506641678,6,6.006360506641678,4.805088405313352,65.0,
CGPOWER.NS,2024-08-05,691.25,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-03,689.4,TIME_EXIT,-0.26763110307414434,20,10.79731892815873,8.637855142526977,41.6,
DRREDDY.NS,2024-08-05,6812.05,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-03,6853.85,TIME_EXIT,0.6136185142504852,20,5.111172122588224,4.088937698070571,46.6,
FORTIS.NS,2024-08-05,501.85,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-23,544.0584358102574,TARGET_HIT,8.410568060228625,13,8.410568060228625,6.728454448182906,46.0,
GLAND.NS,2024-08-05,2115.4,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-07,1967.7728286719723,STOP_HIT,-6.978688254137647,2,8.723360317672043,6.978688254137647,62.2,
GRANULES.NS,2024-08-05,641.7,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-12,691.8521914830719,TARGET_HIT,7.815519944377726,5,7.815519944377726,6.252415955502174,43.4,
HSCL.NS,2024-08-05,430.7,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,WEAK,2024-08-07,478.24330975400454,TARGET_HIT,11.03861382725901,2,11.03861382725901,8.83089106180721,48.6,
LLOYDSENGG.NS,2024-08-05,79.09,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-03,76.91,TIME_EXIT,-2.756353521304851,20,15.015170885573289,12.012136708458621,42.4,
SANSERA.NS,2024-08-05,1361.4,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-19,1483.0348803498616,TARGET_HIT,8.934543877615802,9,8.934543877615802,7.147635102092645,40.4,
SHILPAMED.NS,2024-08-05,676.25,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-26,757.8439514575456,TARGET_HIT,12.065649014054799,14,12.065649014054799,9.65251921124384,42.6,
SUNPHARMA.NS,2024-08-05,1566.175,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,WEAK,2024-08-06,1663.4137242908266,TARGET_HIT,6.208675549719966,1,6.208675549719966,4.9669404397759696,42.0,
TMPV.NS,2024-08-05,1016.45,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-19,1106.0278150898127,TARGET_HIT,8.812810771785399,9,8.812810771785399,7.05024861742832,60.8,
WABAG.NS,2024-08-05,1240.1,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-19,1405.3514907120957,TARGET_HIT,13.325658472066431,9,13.325658472066431,10.660526777653137,44.0,
ZYDUSLIFE.NS,2024-08-05,1227.55,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-09,1312.3017602419134,TARGET_HIT,6.904139158642289,4,6.904139158642289,5.523311326913831,52.4,
ABBOTINDIA.NS,2024-08-12,26980.65,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-22,28876.902642477075,TARGET_HIT,7.028194808046037,7,7.028194808046037,5.622555846436835,43.0,
AIAENG.NS,2024-08-12,4747.475,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,2024-08-22,4399.243723393283,STOP_HIT,-7.335083946871064,7,9.16885493358884,7.335083946871064,51.6,
CIPLA.NS,2024-08-12,1586.25,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-02,1666.4499305045088,TARGET_HIT,5.055945185469425,14,5.055945185469425,4.0447561483755345,43.2,
EICHERMOT.NS,2024-08-12,4808.8,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-10,4737.2,TIME_EXIT,-1.4889369489269748,20,6.446976393945148,5.157581115156111,49.0,
GAIL.NS,2024-08-12,231.9,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-10,219.93,TIME_EXIT,-5.161707632600258,20,8.973345330146563,7.178676264117248,41.6,
GRANULES.NS,2024-08-12,689.1,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-10,694.15,TIME_EXIT,0.732839936148593,20,7.4551117496977595,5.964089399758208,43.4,
LUPIN.NS,2024-08-12,2097.6,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-30,2232.0731562231745,TARGET_HIT,6.410810269983531,13,6.410810269983531,5.128648215986817,41.4,
TRENT.NS,2024-08-12,5837.125,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,2024-08-13,6426.763466594264,TARGET_HIT,10.101522009452669,1,10.101522009452669,8.081217607562133,49.4,
WABAG.NS,2024-08-12,1323.95,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-10,1360.35,TIME_EXIT,2.749348540352722,20,12.945531613302864,10.356425290642287,44.4,
ALKEM.NS,2024-08-20,5733.05,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-30,6114.178694032947,TARGET_HIT,6.647922031605279,8,6.647922031605279,5.318337625284226,43.2,
ASHOKLEY.NS,2024-08-20,260.0,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-09,245.7685120936075,STOP_HIT,-5.473649194766341,14,6.842061493457921,5.473649194766341,48.4,
AUROPHARMA.NS,2024-08-20,1537.3,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-17,1552.45,TIME_EXIT,0.9854940480062506,20,7.438597225160609,5.950877780128487,40.6,
BHARTIHEXA.NS,2024-08-20,1154.95,EXECUTE,,CAUTION,STRONG,2024-09-12,1270.1780796095643,TARGET_HIT,9.976889009010282,17,9.976889009010282,7.981511207208217,100.0,
CIPLA.NS,2024-08-20,1562.85,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-29,1637.1583258590367,TARGET_HIT,4.754667809389053,7,4.754667809389053,3.8037342475112315,41.6,
COROMANDEL.NS,2024-08-20,1749.5,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-17,1715.15,TIME_EXIT,-1.9634181194626985,20,8.119893322486933,6.495914657989539,56.4,
ETERNAL.NS,2024-08-20,263.12,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-04,240.49055201390627,STOP_HIT,-8.600428696447908,11,10.750535870559885,8.600428696447908,43.6,
GAIL.NS,2024-08-20,236.72,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-09,221.31999765949053,STOP_HIT,-6.5055771969032925,14,8.131971496129113,6.5055771969032925,51.0,
HSCL.NS,2024-08-20,483.85,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-26,534.7858535579346,TARGET_HIT,10.527199247273863,4,10.527199247273863,8.421759397819088,43.2,
LUPIN.NS,2024-08-20,2095.25,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-28,2218.4472277986315,TARGET_HIT,5.8798342822399,6,5.8798342822399,4.703867425791911,41.2,
MARKSANS.NS,2024-08-20,220.57,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-04,249.0973038638873,TARGET_HIT,12.933446916574018,11,12.933446916574018,10.346757533259217,65.8,
METROPOLIS.NS,2024-08-20,2091.8,ALERT_WATCHLIST,,CAUTION,WEAK,2024-09-17,2182.1,TIME_EXIT,4.31685629601299,20,8.960951018707375,7.168760814965906,50.2,
MUTHOOTFIN.NS,2024-08-20,1875.3,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-13,2022.9811293193964,TARGET_HIT,7.875066886332662,18,7.875066886332662,6.30005350906613,50.8,
NAUKRI.NS,2024-08-20,7407.75,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-17,7960.560983870335,TARGET_HIT,7.462603136854441,20,7.462603136854441,5.970082509483551,49.4,
SANSERA.NS,2024-08-20,1496.55,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-04,1396.141204793605,STOP_HIT,-6.709351188159091,11,8.386688985198859,6.709351188159091,51.8,
SHRIRAMFIN.NS,2024-08-20,3159.85,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-13,3419.1467711615796,TARGET_HIT,8.205983548636162,18,8.205983548636162,6.564786838908939,44.2,
TRENT.NS,2024-08-20,6793.9,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-16,7335.2399061350625,TARGET_HIT,7.968028763082513,19,7.968028763082513,6.374423010466011,44.4,
WABAG.NS,2024-08-20,1359.0,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-17,1389.2,TIME_EXIT,2.2222222222222254,20,12.216166153459133,9.772932922767307,68.8,
ZYDUSLIFE.NS,2024-08-20,1192.65,ALERT_WATCHLIST,,CAUTION,WEAK,2024-08-26,1116.5336795570054,STOP_HIT,-6.382117171256842,4,7.977646464071056,6.382117171256842,40.2,
ASHOKLEY.NS,2024-08-27,262.15,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-03,249.97664377337532,STOP_HIT,-4.643660586162373,5,5.804575732702973,4.643660586162373,47.8,
BHARTIARTL.NS,2024-08-27,1522.75,ALERT_WATCHLIST,,CAUTION,STRONG,2024-08-30,1598.8092098355294,TARGET_HIT,4.994858633099943,3,4.994858633099943,3.9958869064799596,48.6,
GRANULES.NS,2024-08-27,674.15,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-08-30,719.3216769091916,TARGET_HIT,6.700537997358401,3,6.700537997358401,5.360430397886721,43.2,
GVT&D.NS,2024-08-27,1679.9,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-23,1505.1233507588931,STOP_HIT,-10.403991263831594,19,13.004989079789485,10.403991263831594,44.6,
INDHOTEL.NS,2024-08-27,665.3,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-23,708.460641183774,TARGET_HIT,6.487395338009024,19,6.487395338009024,5.1899162704072115,48.4,
METROPOLIS.NS,2024-08-27,2079.5,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-24,2195.55,TIME_EXIT,5.580668429911046,20,7.962164757730318,6.369731806184255,44.2,
SHILPAMED.NS,2024-08-27,760.35,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-05,849.2749769103314,TARGET_HIT,11.695268877534206,7,11.695268877534206,9.356215102027374,68.4,
SHRIRAMFIN.NS,2024-08-27,3190.0,ALERT_WATCHLIST,is_cup_handle_breakout,CAUTION,NEUTRAL,2024-09-16,3430.5314799635134,TARGET_HIT,7.5401717856900765,14,7.5401717856900765,6.03213742855205,69.4,
TRENT.NS,2024-08-27,6925.0,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-17,7392.266478473638,TARGET_HIT,6.747530375070585,15,6.747530375070585,5.398024300056465,44.4,
APOLLOHOSP.NS,2024-09-03,6844.85,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-27,7204.286000243305,TARGET_HIT,5.251188853565892,18,5.251188853565892,4.200951082852717,43.0,
AUROPHARMA.NS,2024-09-03,1549.4,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-23,1476.012479056685,STOP_HIT,-4.736512259152908,14,5.920640323941139,4.736512259152908,40.8,
BHARTIARTL.NS,2024-09-03,1560.6,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-12,1639.877290661003,TARGET_HIT,5.079923789632386,7,5.079923789632386,4.0639390317059005,49.4,
BIOCON.NS,2024-09-03,361.9,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-05,386.825372292005,TARGET_HIT,6.887364546008573,2,6.887364546008573,5.509891636806871,46.2,
CIPLA.NS,2024-09-03,1653.2,ALERT_WATCHLIST,,CAUTION,STRONG,2024-10-01,1664.85,TIME_EXIT,0.7046939269295828,20,4.634896917470491,3.7079175339763903,43.8,
DIVISLAB.NS,2024-09-03,5066.0,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-10,5369.216442745383,TARGET_HIT,5.98532259663211,5,5.98532259663211,4.788258077305684,46.0,
ETERNAL.NS,2024-09-03,247.7,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-11,271.6341308825859,TARGET_HIT,9.66254779272746,6,9.66254779272746,7.7300382341819756,43.8,
GRANULES.NS,2024-09-03,684.7,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-12,644.5170130977502,STOP_HIT,-5.868699708229854,7,7.33587463528732,5.868699708229854,43.4,
GVT&D.NS,2024-09-03,1664.3,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-23,1495.9817305909028,STOP_HIT,-10.113457273874733,14,12.641821592343419,10.113457273874733,59.6,
INDHOTEL.NS,2024-09-03,658.95,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-12,698.4910170372594,TARGET_HIT,6.000609611846026,7,6.000609611846026,4.800487689476821,62.0,
INDIGO.NS,2024-09-03,4813.4,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-10-01,4905.25,TIME_EXIT,1.9082145676652758,20,6.214090284637258,4.971272227709796,51.4,
MARKSANS.NS,2024-09-03,242.47,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-06,267.4399154754009,TARGET_HIT,10.298146358477702,3,10.298146358477702,8.238517086782146,53.4,
METROPOLIS.NS,2024-09-03,2109.25,ALERT_WATCHLIST,,CAUTION,STRONG,2024-10-01,2251.05,TIME_EXIT,6.722768756667071,20,7.6839476191323435,6.147158095305881,45.0,
MUTHOOTFIN.NS,2024-09-03,1948.3,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,2024-09-13,2075.9612836805304,TARGET_HIT,6.552444884285298,8,6.552444884285298,5.24195590742825,58.2,
NAUKRI.NS,2024-09-03,7445.45,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-16,7916.622495912642,TARGET_HIT,6.3283279843749165,9,6.3283279843749165,5.062662387499934,40.8,
SANSERA.NS,2024-09-03,1430.05,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-17,1557.0661038567832,TARGET_HIT,8.881934467800656,10,8.881934467800656,7.105547574240521,40.4,
SHRIRAMFIN.NS,2024-09-03,3271.6,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-18,3490.4675647890253,TARGET_HIT,6.689924342493747,11,6.689924342493747,5.351939473995001,44.4,
TORNTPHARM.NS,2024-09-03,3426.1,ALERT_WATCHLIST,,CAUTION,STRONG,2024-10-01,3369.9,TIME_EXIT,-1.6403490849654072,20,5.842030259446399,4.673624207557119,40.0,
TRENT.NS,2024-09-03,7042.8,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-23,7528.188596626243,TARGET_HIT,6.891983254192128,14,6.891983254192128,5.5135866033537,44.4,
AJANTPHARM.NS,2024-09-10,3426.5,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-16,3166.4605759595906,STOP_HIT,-7.5890682632543225,4,9.486335329067904,7.5890682632543225,43.4,
AUROPHARMA.NS,2024-09-10,1518.4,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-30,1451.1774814556318,STOP_HIT,-4.427194319307713,14,5.5339928991346445,4.427194319307713,40.8,
BAJAJ-AUTO.NS,2024-09-10,10987.75,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-11,11486.591926463114,TARGET_HIT,4.5399824938055,1,4.5399824938055,3.6319859950443902,42.4,
BHARTIARTL.NS,2024-09-10,1577.85,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-13,1654.3888743927303,TARGET_HIT,4.8508333740679,3,4.8508333740679,3.8806666992543195,50.2,
BHARTIHEXA.NS,2024-09-10,1227.0,EXECUTE,,CAUTION,STRONG,2024-09-13,1325.7980684691693,TARGET_HIT,8.052002320225695,3,8.052002320225695,6.441601856180551,100.0,
BIOCON.NS,2024-09-10,359.05,EXECUTE,is_vcp_breakout,CAUTION,STRONG,2024-09-11,389.1672430561214,TARGET_HIT,8.388035943774229,1,8.388035943774229,6.710428755019391,79.2,
CUMMINSIND.NS,2024-09-10,3744.25,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-10-07,3548.893834215788,STOP_HIT,-5.217497917719489,18,6.521872397149354,5.217497917719489,42.0,
DIVISLAB.NS,2024-09-10,5194.3,ALERT_WATCHLIST,is_flat_base_breakout,CAUTION,STRONG,2024-09-12,5511.324977597246,TARGET_HIT,6.103324367041682,2,6.103324367041682,4.882659493633356,43.0,
GRANULES.NS,2024-09-10,694.15,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-12,649.657172874589,STOP_HIT,-6.409684812419641,2,8.01210601552456,6.409684812419641,58.4,
GVT&D.NS,2024-09-10,1703.0,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-20,1533.1577188751116,STOP_HIT,-9.97312279065698,8,12.466403488321225,9.97312279065698,47.8,
HAVELLS.NS,2024-09-10,1911.225,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,2024-09-13,2013.1026532990563,TARGET_HIT,5.330489780065477,3,5.330489780065477,4.264391824052377,50.0,
INDHOTEL.NS,2024-09-10,662.75,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,2024-09-20,704.9282118105833,TARGET_HIT,6.364120982358856,8,6.364120982358856,5.091296785887096,54.6,
JIOFIN.NS,2024-09-10,334.2,ALERT_WATCHLIST,is_vcp_breakout,CAUTION,NEUTRAL,2024-09-27,361.3762435572144,TARGET_HIT,8.13173056768834,13,8.13173056768834,6.505384454150683,48.8,
LUPIN.NS,2024-09-10,2222.55,ALERT_WATCHLIST,,CAUTION,STRONG,2024-10-09,2286.05,TIME_EXIT,2.8570785809093153,20,5.605985473766644,4.484788379013319,42.6,
MARKSANS.NS,2024-09-10,263.59,ALERT_WATCHLIST,,CAUTION,STRONG,2024-09-16,292.8679609623371,TARGET_HIT,11.10738683650258,4,11.10738683650258,8.88590946920206,44.0,
MCDOWELL-N.NS,2024-09-10,1508.2,ALERT_WATCHLIST,,CAUTION,NEUTRAL,2024-09-23,1590.7737408403264,TARGET_HIT,5.474986131834393,9,5.474986131834393,4.379988905467508,47.6,
