ticker,entry_date,entry_price,category,pattern_used,market_regime_verdict,sector_health_verdict,exit_date,exit_price,exit_reason,return_pct,days_held,target_pct,stop_pct,stop_provenance,target_provenance,proximal_low,reward_risk,bars_since_breakout,breakout_within_last_k_bars,confidence_score,caps_applied,sampled_avoid,recommended_risk_fraction
360ONE.NS,2023-12-11,646.5,AVOID,,CAUTION,,2023-12-14,698.6043677381405,TARGET_HIT,8.059453633123043,3,8.059453633123043,6.447562906498441,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999987,,False,0.0,,False,
3MINDIA.NS,2023-12-11,31807.2,AVOID,,CAUTION,,2023-12-21,30495.294405024022,STOP_HIT,-4.124555430770324,8,5.155694288462917,4.124555430770324,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000027,,False,0.0,,False,
AARTIIND.NS,2023-12-11,572.9,AVOID,,CAUTION,,2023-12-19,607.2481537890529,TARGET_HIT,5.995488530119212,6,5.995488530119212,4.796390824095373,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.249999999999999,,False,0.0,,False,
AAVAS.NS,2023-12-11,1519.35,AVOID,,CAUTION,,2024-02-06,1431.6210011643168,STOP_HIT,-5.7741138536665755,39,7.217642317083224,5.7741138536665755,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000007,,False,0.0,,False,
ABB.NS,2023-12-11,4786.85,MONITOR,,CAUTION,NEUTRAL,2023-12-21,4539.171494834609,STOP_HIT,-5.174143855884171,8,6.467679819855205,5.174143855884171,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999982,,False,50.8,,False,
ABBOTINDIA.NS,2023-12-11,23046.55,AVOID,,CAUTION,,2023-12-20,22157.41910241329,STOP_HIT,-3.8579782986464806,7,4.822472873308089,3.8579782986464806,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.249999999999997,,False,0.0,,False,
ABCAPITAL.NS,2023-12-11,165.45,AVOID,,CAUTION,,2023-12-20,156.3710400857183,STOP_HIT,-5.4874342183630604,7,6.859292772953839,5.4874342183630604,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000024,,False,0.0,,False,
ABFRL.NS,2023-12-11,78.32434467373118,AVOID,,CAUTION,,2023-12-20,73.89681928551612,STOP_HIT,-5.652808723339355,7,7.066010904174185,5.652808723339355,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999984,,False,0.0,,False,
ABREL.NS,2023-12-11,1290.95,AVOID,,CAUTION,,2023-12-18,1208.3254541936926,STOP_HIT,-6.400290158899061,5,8.00036269862383,6.400290158899061,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000007,,False,0.0,,False,
ABSLAMC.NS,2023-12-11,465.7,MONITOR,,CAUTION,NEUTRAL,2023-12-20,492.35123127109347,TARGET_HIT,5.722832568411741,7,5.722832568411741,4.578266054729391,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000007,,False,43.8,,False,
ACC.NS,2023-12-11,2179.2,AVOID,,CAUTION,,2023-12-21,2068.4990374140357,STOP_HIT,-5.079889986507165,8,6.349862483133961,5.079889986507165,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.250000000000001,,False,0.0,,False,
ACE.NS,2023-12-11,812.05,AVOID,,CAUTION,,2024-01-03,892.9734420335126,TARGET_HIT,9.965327508590928,16,9.965327508590928,7.9722620068727394,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000004,,False,0.0,,False,
ACUTAAS.NS,2023-12-11,525.3798728717367,AVOID,,CAUTION,,2023-12-15,564.7639280397998,TARGET_HIT,7.49630071528799,4,7.49630071528799,5.997040572230392,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.25,,False,0.0,,False,
ADANIENSOL.NS,2023-12-11,1129.95,AVOID,,CAUTION,,2023-12-20,994.0080079576367,STOP_HIT,-12.030797118665726,7,15.038496398332157,12.030797118665726,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.25,,False,0.0,,False,
ADANIENT.NS,2023-12-11,2855.8,AVOID,,CAUTION,,2024-01-03,3170.163348361781,TARGET_HIT,11.007890901385982,16,11.007890901385982,8.80631272110879,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999996,,False,0.0,,False,
ADANIGREEN.NS,2023-12-11,1530.0,AVOID,,CAUTION,,2024-01-10,1749.4330462098412,TARGET_HIT,14.34202916404191,21,14.34202916404191,11.473623331233528,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.25,,False,0.0,,False,
ADANIPORTS.NS,2023-12-11,1031.9,AVOID,,CAUTION,,2024-01-03,1120.7878366806208,TARGET_HIT,8.613997158699553,16,8.613997158699553,6.891197726959647,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999991,,False,0.0,,False,
ADANIPOWER.NS,2023-12-11,126.27154990132507,AVOID,,CAUTION,,2024-02-07,136.7231815618833,TIME_EXIT,8.277107288795984,40,14.096685961432144,11.277348769145721,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999993,,False,0.0,,False,
AEGISLOG.NS,2023-12-11,390.1,AVOID,,CAUTION,,2023-12-18,366.2051874285643,STOP_HIT,-6.125304427438028,5,7.656630534297536,6.125304427438028,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.25,,False,0.0,,False,
AFFLE.NS,2023-12-11,1187.45,AVOID,,CAUTION,,2023-12-20,1267.7791194098943,TARGET_HIT,6.764842259454651,7,6.764842259454651,5.411873807563728,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999982,,False,0.0,,False,
AIAENG.NS,2023-12-11,3692.9,AVOID,,CAUTION,,2023-12-19,3529.150342448401,STOP_HIT,-4.434175243077236,6,5.5427190538465485,4.434175243077236,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000007,,False,0.0,,False,
AJANTPHARM.NS,2023-12-11,1887.0,AVOID,,CAUTION,,2023-12-27,2034.5036858630424,TARGET_HIT,7.816835498836375,11,7.816835498836375,6.253468399069097,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000004,,False,0.0,,False,
ALKEM.NS,2023-12-11,4725.25,AVOID,,CAUTION,NEUTRAL,2023-12-15,4999.4903423918395,TARGET_HIT,5.8037213352063795,4,5.8037213352063795,4.6429770681651,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.250000000000001,,False,23.4,,False,
AMBER.NS,2023-12-11,3134.75,AVOID,,CAUTION,,2024-01-09,3420.2204027293333,TARGET_HIT,9.106640170008239,20,9.106640170008239,7.2853121360065884,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000004,,False,0.0,,False,
AMBUJACEM.NS,2023-12-11,504.0,AVOID,,CAUTION,,2024-01-03,540.10679571733,TARGET_HIT,7.164046769311505,16,7.164046769311505,5.731237415449209,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999991,,False,0.0,,False,
ANANDRATHI.NS,2023-12-11,588.318908726659,AVOID,,CAUTION,,2024-01-04,649.40479700986,TARGET_HIT,10.383125100536649,17,10.383125100536649,8.306500080429329,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.249999999999999,,False,0.0,,False,
ANANTRAJ.NS,2023-12-11,288.25,AVOID,,CAUTION,,2024-01-03,310.6408360659902,TARGET_HIT,7.767852928357394,16,7.767852928357394,6.214282342685911,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2500000000000009,,False,0.0,,False,
ANGELONE.NS,2023-12-11,294.9357303506165,MONITOR,,CAUTION,NEUTRAL,2023-12-15,326.45027953124736,TARGET_HIT,10.685225945044603,4,10.685225945044603,8.548180756035686,ATR_FALLBACK_NO_PATTERN,ATR_FALLBACK_NO_PATTERN,,1.2499999999999993,,False,58.6,,False,
