ticker,entry_date,touched_dates
SHRIRAMFIN.NS,2024-08-30,"[datetime.date(2023, 11, 13), datetime.date(2023, 11, 15), datetime.date(2023, 11, 20), datetime.date(2023, 11, 21), datetime.date(2023, 11, 30), datetime.date(2023, 12, 8), datetime.date(2023, 12, 14), datetime.date(2023, 12, 15), datetime.date(2023, 12, 18), datetime.date(2023, 12, 28), datetime.date(2023, 12, 29), datetime.date(2024, 1, 5), datetime.date(2024, 1, 12), datetime.date(2024, 1, 15), datetime.date(2024, 1, 17), datetime.date(2024, 1, 18), datetime.date(2024, 1, 31), datetime.date(2024, 2, 12), datetime.date(2024, 2, 20), datetime.date(2024, 2, 22), datetime.date(2024, 3, 1), datetime.date(2024, 3, 4), datetime.date(2024, 3, 15), datetime.date(2024, 3, 18), datetime.date(2024, 3, 20), datetime.date(2024, 3, 21), datetime.date(2024, 3, 22), datetime.date(2024, 3, 26), datetime.date(2024, 4, 1), datetime.date(2024, 4, 2), datetime.date(2024, 4, 4), datetime.date(2024, 4, 12), datetime.date(2024, 4, 15), datetime.date(2024, 4, 16), datetime.date(2024, 4, 23), datetime.date(2024, 5, 6)]"
