ticker,episode_start_date,episode_end_date,category,category_changes,pattern_used,market_regime_verdict,sector_health_verdict,confidence_score,exit_reason,days_held,gross_return_pct,net_return_pct,r_multiple,n_signals_absorbed,consolidation_valid,consolidation_invalidated_reason,prior_trend_pct_gain,prior_trend_slope,prior_trend_bars,base_depth_pct,base_length_bars,contraction_slope,volume_dryup_ratio,volume_down_up_ratio,pivot_proximity,breakout_volume_ratio,dist_52w_high,dist_52w_high_invalidated_reason,rs_line_new_high,rs_line_invalidated_reason,rs_line_value,excluded_insufficient_history,RS_Rating,macd_signal
GODREJPROP.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-6.549223303341028,-6.849223303341028,-1.0458069584903231,2,True,,10.36,3.4535,3.0,13.47,22.0,-8e-06,0.736,1.559,6.38,1.145,6.38,,True,,0.107218,False,44.0,
BDL.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-10.389320522676105,-10.689320522676105,-1.0288758056260956,2,True,,19.3,1.9299,10.0,21.59,15.0,4.6e-05,2.457,0.838,7.93,0.986,7.93,,False,,0.045114,False,79.0,
INDUSTOWER.NS,2024-02-28,2024-03-05,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,10.42755166146029,10.12755166146029,1.214037579273189,1,True,,9.3,1.8596,5.0,18.41,15.0,-5.3e-05,0.854,0.432,3.26,1.858,3.26,,True,,0.011145,False,70.0,
RPOWER.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-11.026381407665383,-11.326381407665384,-1.027207475318371,2,True,,11.81,1.9678,6.0,24.96,23.0,-3.3e-05,0.109,0.984,24.96,0.894,29.26,,False,,0.001068,False,52.0,
AMBUJACEM.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-5.587884138105868,-5.887884138105868,-1.0536875841705786,2,True,,15.22,1.902,8.0,11.09,21.0,-0.000393,0.969,0.846,4.23,0.674,4.23,,True,,0.026844,False,63.0,
WABAG.NS,2024-02-28,2024-03-12,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,49.6,STOP_HIT,9,-8.297745291088207,-8.597745291088208,-1.0361543997165352,2,True,,23.76,3.9603,6.0,19.63,18.0,-7.7e-05,1.297,1.026,7.17,1.111,7.17,,True,,0.034431,False,73.0,
CAMS.NS,2024-02-28,2024-03-13,ALERT_WATCHLIST,"ALERT_WATCHLIST,AVOID",is_ascending_triangle_breakout,CAUTION,NEUTRAL,63.8,STOP_HIT,10,-6.70202770245269,-7.00202770245269,-1.0447625723615275,2,True,,13.69,1.3694,10.0,14.35,15.0,8.8e-05,1.176,0.549,4.92,1.656,4.92,,False,,0.027531,False,44.0,BULLISH_ALIGNMENT
AVALON.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-6.233591944511381,-6.533591944511381,-1.0481263455597454,2,True,,8.82,1.7648,5.0,16.06,21.0,-0.000239,1.8,0.581,6.37,0.461,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
CUPID.NS,2024-02-28,2024-03-05,AVOID,AVOID,,CAUTION,WEAK,19.8,STOP_HIT,5,-8.951661534646508,-9.251661534646509,-1.033513331445663,1,True,,29.55,5.911,5.0,30.84,14.0,-0.000327,0.855,1.323,0.16,1.454,0.16,,True,,0.001471,False,99.0,
YESBANK.NS,2024-02-28,2024-04-29,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,39,17.4428361008438,17.142836100843798,1.2285012025663726,8,True,,45.35,11.3385,4.0,28.16,14.0,0.000531,0.93,0.522,27.55,0.67,27.55,,False,,0.001084,False,66.0,
ICICIGI.NS,2024-02-28,2024-03-01,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,2,-4.441820959994551,-4.741820959994551,-1.06753986770335,1,True,,4.48,0.6402,7.0,21.98,41.0,2.8e-05,1.662,0.746,0.6,2.911,0.6,,True,,0.078559,False,66.0,
ASTERDM.NS,2024-02-28,2024-03-01,AVOID,AVOID,,CAUTION,NEUTRAL,38.6,STOP_HIT,2,-6.9461529387106316,-7.246152938710631,-1.0431893744130096,1,True,,14.99,1.6652,9.0,8.44,9.0,9.2e-05,0.865,0.454,2.23,2.464,2.23,,True,,0.022088,False,68.0,
SUPREMEIND.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-7.249907799334232,-7.549907799334232,-1.0413798365859976,2,True,,7.72,0.5515,14.0,14.0,15.0,0.000522,0.787,0.895,2.4,2.634,15.74,,False,,0.187623,False,29.0,
IOC.NS,2024-02-28,2024-04-30,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,0.866188769414569,0.5661887694145691,0.06412173733188566,8,True,,13.58,6.7876,2.0,14.12,9.0,0.000172,0.472,0.969,13.76,0.66,14.94,,False,,0.007626,False,74.0,
ANURAS.NS,2024-02-28,2024-03-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,15,-6.665400426934243,-6.965400426934242,-1.0450085487419074,3,True,,6.24,1.2475,5.0,19.39,24.0,0.000384,0.787,0.762,1.62,0.516,22.67,,False,,0.043472,False,18.0,
MOTILALOFS.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,WEAK,28.0,STOP_HIT,10,-10.618675394972227,-10.918675394972228,-1.0282521113831247,2,True,,40.32,2.8797,14.0,16.83,15.0,0.000102,0.366,0.681,16.18,1.344,16.18,,False,,0.02001,False,90.0,
ABSLAMC.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-5.163496015258897,-5.4634960152588965,-1.0581001707202746,2,True,,7.35,0.7353,10.0,14.47,15.0,-0.000207,1.233,0.539,3.01,2.696,3.01,,True,,0.023682,False,60.0,
IDEA.NS,2024-02-28,2024-04-30,AVOID,AVOID,,CAUTION,WEAK,14.8,TIME_EXIT,40,-3.2967032967033045,-3.5967032967033044,-0.21672880911712833,8,True,,42.64,7.1059,6.0,26.63,42.0,-4.7e-05,1.473,0.658,25.82,3.534,25.82,,False,,0.000622,False,74.0,
ABB.NS,2024-02-28,2024-03-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,8,9.099467882800697,8.799467882800696,1.2087887989902362,2,True,,6.46,0.4304,15.0,21.82,26.0,0.000332,3.322,0.492,2.22,0.972,2.22,,True,,0.247304,False,54.0,
VOLTAS.NS,2024-02-28,2024-03-06,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,6,-5.724037828890459,-6.024037828890459,-1.0524105550955367,2,True,,35.73,0.8508,42.0,12.65,21.0,-0.000384,1.181,0.69,2.02,0.77,2.02,,False,,0.050596,False,44.0,
INTELLECT.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,NEUTRAL,36.4,TARGET_HIT,10,10.19440495452847,9.894404954528468,1.213215116363076,2,True,,22.17,3.1673,7.0,18.38,15.0,5.6e-05,1.076,0.208,2.08,1.663,2.08,,True,,0.048355,False,82.0,
BEL.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-5.94493195153765,-6.24493195153765,-1.0504631512093936,2,True,,8.61,2.8704,3.0,17.82,26.0,5.3e-05,1.182,0.89,1.6,1.532,1.6,,True,,0.009369,False,77.0,
ANGELONE.NS,2024-02-28,2024-03-12,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,9,-9.591746833450623,-9.891746833450624,-1.0312768888930397,2,True,,20.91,2.3238,9.0,16.92,15.0,-0.000313,0.392,0.967,16.61,0.798,26.41,,False,,0.012931,False,83.0,
GRAPHITE.NS,2024-02-28,2024-04-03,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,23,11.829925951628757,11.529925951628757,1.2183007314218772,5,True,,22.28,2.476,9.0,16.04,16.0,0.000495,1.371,0.425,5.74,0.414,5.74,,False,,0.026898,False,65.0,
SUNPHARMA.NS,2024-02-28,2024-04-15,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,STOP_HIT,30,-3.582844262485719,-3.882844262485719,-1.0837323584340963,6,True,,20.55,1.2844,16.0,5.2,13.0,-0.000362,0.76,1.029,0.86,0.214,0.86,,True,,0.071698,False,58.0,
PNBHOUSING.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-9.328958387798137,-9.628958387798138,-1.0321579309853486,2,True,,11.56,1.9261,6.0,17.53,16.0,-6.6e-05,0.341,0.564,17.01,0.487,23.2,,False,,0.031969,False,35.0,
VIYASH.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-12.133292608414349,-12.43329260841435,-1.024725357714686,2,True,,28.41,5.6813,5.0,16.27,7.0,0.001145,0.988,0.276,14.89,0.849,14.89,,False,,0.006029,False,59.0,
SONACOMS.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-7.43760653356626,-7.73760653356626,-1.0403355566936872,2,True,,15.09,1.2572,12.0,16.52,17.0,0.000346,1.1,0.283,4.89,1.144,4.89,,False,,0.030103,False,30.0,
RHIM.NS,2024-02-28,2024-03-12,AVOID,AVOID,,CAUTION,NEUTRAL,25.6,STOP_HIT,9,-8.113644808620474,-8.413644808620475,-1.0369747514312262,2,True,,21.14,0.783,27.0,30.44,46.0,0.000261,1.02,0.891,30.21,1.259,30.21,,False,,0.026197,False,3.0,
RAINBOW.NS,2024-02-28,2024-03-05,AVOID,AVOID,is_ascending_triangle_breakout,CAUTION,NEUTRAL,32.4,STOP_HIT,5,-11.955266717826277,-12.255266717826277,-1.0250935430451482,1,True,,14.69,1.8363,8.0,17.42,10.0,-0.000451,3.099,0.161,3.93,27.755,3.93,,True,,0.065108,False,62.0,
DEVYANI.NS,2024-02-28,2024-04-26,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,38,10.344610444628538,10.044610444628537,1.2137492390837483,8,True,,0.3,0.0176,17.0,20.13,20.0,0.000217,4.195,0.297,16.25,0.472,32.15,,False,,0.007032,False,3.0,
E2E.NS,2024-02-28,2024-03-04,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,4,-6.624578299918471,-6.924578299918471,-1.0452859014442764,1,True,,8.17,1.6332,5.0,29.79,18.0,0.000539,1.453,0.685,3.98,0.517,3.98,,True,,0.005052,False,98.0,
SYNGENE.NS,2024-02-28,2024-03-13,AVOID,AVOID,,CAUTION,NEUTRAL,1.4,STOP_HIT,10,-5.430858823196203,-5.730858823196203,-1.0552398818983555,2,True,,7.14,1.4271,5.0,9.3,9.0,-6e-05,0.652,0.431,8.41,0.793,17.59,,False,,0.032294,False,7.0,
FORCEMOT.NS,2024-02-28,2024-02-29,AVOID,AVOID,is_ascending_triangle_breakout,CAUTION,NEUTRAL,24.4,TARGET_HIT,1,18.010728025590687,17.710728025590686,0.8844881569080741,1,True,,24.52,0.9431,26.0,49.01,24.0,0.001101,1.858,0.31,2.17,1.93,2.17,,True,,0.293039,False,97.0,
WHIRLPOOL.NS,2024-02-28,2024-03-01,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,2,-5.465538450755918,-5.765538450755918,-1.0548893769027474,1,True,,6.76,0.9663,7.0,14.61,19.0,0.000202,5.839,0.177,7.49,0.826,25.85,,False,,0.058539,False,3.0,
PAGEIND.NS,2024-02-28,2024-04-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,27,5.486661476806572,5.186661476806572,1.1816524262367534,6,True,,3.48,1.1589,3.0,7.37,8.0,3.9e-05,1.054,1.126,6.72,1.534,20.93,,False,,1.569455,False,4.0,
CARBORUNIV.NS,2024-02-28,2024-03-21,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,8.001698618376524,7.701698618376525,1.203134950729239,4,True,,9.77,1.9535,5.0,13.08,13.0,-0.000117,1.01,0.84,10.53,3.23,19.1,,False,,0.048093,False,7.0,
CAPLIPOINT.NS,2024-02-28,2024-03-11,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-7.67221128353998,-7.97221128353998,-1.0391021556775453,2,True,,16.49,2.3559,7.0,11.86,8.0,8.6e-05,0.534,0.735,10.31,0.733,10.31,,False,,0.066156,False,68.0,
IIFL.NS,2024-02-28,2024-04-08,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,26,-27.280943939768537,-27.580943939768538,-1.010996686942444,6,True,,77.75,11.1065,7.0,42.8,8.0,0.008617,0.772,0.002,10.84,0.014,25.73,,False,,0.042595,False,15.0,
RAILTEL.NS,2024-02-28,2024-03-12,AVOID,AVOID,,CAUTION,WEAK,29.2,STOP_HIT,9,-12.745420849038751,-13.045420849038752,-1.023537865367751,2,True,,33.06,6.6126,5.0,27.82,24.0,-2e-06,0.959,0.502,7.53,2.353,7.53,,True,,0.020703,False,96.0,
INDHOTEL.NS,2024-02-28,2024-03-14,AVOID,AVOID,,CAUTION,NEUTRAL,23.0,STOP_HIT,11,-5.958252166432414,-6.258252166432414,-1.0503503362429236,3,True,,8.79,2.9315,3.0,25.34,38.0,8.7e-05,1.485,0.747,5.28,0.831,5.28,,True,,0.026008,False,65.0,
WHIRLPOOL.NS,2024-03-05,2024-04-03,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,18,7.125340638525829,6.825340638525829,1.1973709371910697,4,True,,6.76,0.9663,7.0,14.61,24.0,0.000371,5.319,0.179,9.68,0.399,27.61,,False,,0.056116,False,3.0,
ICICIPRULI.NS,2024-03-05,2024-03-07,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,2,6.0105773193369485,5.710577319336949,1.1876099865160135,1,True,,15.18,1.1677,13.0,10.99,21.0,-0.000184,0.548,1.004,0.89,2.48,10.06,,False,,0.024767,False,39.0,
TVSMOTOR.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,NEUTRAL,8.4,STOP_HIT,5,-5.324847252347299,-5.6248472523472985,-1.056339644272003,1,True,,11.98,0.3743,32.0,9.52,14.0,9.5e-05,1.3,0.451,0.39,1.303,0.39,,True,,0.102025,False,67.0,
UNIONBANK.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-7.7645493674711545,-8.064549367471155,-1.0386371424537297,1,True,,13.73,2.7451,5.0,12.51,11.0,-0.000579,1.77,0.53,0.5,1.766,0.5,,True,,0.007063,False,86.0,
SRF.NS,2024-03-05,2024-03-21,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,11,4.801286006847503,4.501286006847503,1.171895925494716,3,True,,9.93,0.4967,20.0,3.61,7.0,-0.000377,0.87,0.713,1.57,0.661,9.28,,False,,0.106963,False,11.0,
ABFRL.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-7.714823518984177,-8.014823518984178,-1.0388861779225123,1,True,,22.86,1.6331,14.0,16.65,20.0,-0.000735,0.953,1.081,13.91,0.38,13.91,,False,,0.003422,False,9.0,
RELIANCE.NS,2024-03-05,2024-03-13,MONITOR,MONITOR,,FAVORABLE,STRONG,43.8,STOP_HIT,5,-3.4221600056439363,-3.722160005643936,-1.0876639314074241,1,True,,11.52,1.6456,7.0,6.12,24.0,-0.000275,0.88,0.778,0.81,0.674,0.81,,False,,0.067433,False,19.0,
TATAINVEST.NS,2024-03-05,2024-03-14,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,6,-8.310905621377621,-8.610905621377622,-1.0360971491756963,2,True,,43.88,4.8759,9.0,41.8,26.0,-0.000229,0.959,1.012,0.0,0.248,0.0,,True,,0.041293,False,97.0,
GMRAIRPORT.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-7.3427747718437395,-7.642774771843739,-1.0408564894500598,1,True,,28.19,1.5663,18.0,12.45,12.0,-0.000793,1.163,4.889,8.06,0.295,8.06,,False,,0.00388,False,79.0,
AUROPHARMA.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-6.071546127534767,-6.371546127534767,-1.0494108080048152,1,True,,10.69,2.1388,5.0,9.23,11.0,-0.000542,0.433,0.838,2.71,0.749,7.92,,False,,0.048481,False,63.0,
MMTC.NS,2024-03-05,2024-03-11,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,3,-10.748684974132262,-11.048684974132263,-1.027910390966149,1,True,,22.98,4.5955,5.0,17.47,11.0,-0.000574,0.464,2.053,10.83,0.725,20.85,,False,,0.003607,False,88.0,
MEDANTA.NS,2024-03-05,2024-03-14,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,6,-12.983527060171571,-13.283527060171572,-1.0231062020828134,2,True,,66.73,1.711,39.0,18.58,14.0,0.001643,0.861,1.24,17.65,0.98,17.65,,False,,0.055767,False,80.0,
CGPOWER.NS,2024-03-05,2024-03-20,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,10,9.132233595523275,8.832233595523274,1.2089366614336456,2,True,,6.13,0.8753,7.0,14.94,12.0,0.000231,1.657,1.225,6.4,0.438,7.98,,False,,0.020721,False,30.0,
DATAPATTNS.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-11.225089487107029,-11.52508948710703,-1.0267258448446737,1,True,,13.19,2.6382,5.0,43.15,25.0,0.000701,4.348,0.316,13.31,0.847,13.31,,True,,0.119425,False,62.0,
LT.NS,2024-03-05,2024-03-28,MONITOR,"AVOID,MONITOR",,FAVORABLE,NEUTRAL,45.4,TARGET_HIT,15,5.32064835801086,5.0206483580108605,1.1795198677365337,3,True,,9.56,0.5314,18.0,12.7,27.0,-0.000176,1.673,1.298,3.35,0.864,3.35,,False,,0.161592,False,52.0,
JUBLFOOD.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-5.741800313873129,-6.041800313873129,-1.0522484209830758,1,True,,12.06,2.4114,5.0,12.18,11.0,-0.000124,0.865,1.955,12.07,0.34,22.1,,False,,0.020453,False,4.0,
SOLARINDS.NS,2024-03-05,2024-03-06,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,1,-6.219714781804959,-6.519714781804959,-1.048233723012125,1,True,,6.38,1.5952,4.0,14.31,8.0,9.8e-05,1.676,0.094,0.77,5.93,0.93,,False,,0.347112,False,73.0,
ASTERDM.NS,2024-03-05,2024-03-12,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,4,-7.333731177216304,-7.633731177216304,-1.0409068716524557,1,True,,17.32,1.0187,17.0,9.98,6.0,0.000295,1.054,0.666,8.59,0.301,8.59,,True,,0.020276,False,61.0,
ICICIGI.NS,2024-03-05,2024-05-08,AVOID,AVOID,,FAVORABLE,,0.0,TIME_EXIT,40,4.239160035099395,3.9391600350993956,0.8354983286566378,8,True,,28.18,0.9393,30.0,6.33,6.0,0.000298,1.326,2.303,4.75,0.673,4.75,,True,,0.073914,False,59.0,
CGCL.NS,2024-03-05,2024-03-06,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,1,-7.850262845306913,-8.150262845306914,-1.0382152809290135,1,True,,15.45,1.5453,10.0,17.15,8.0,0.0006,2.207,0.202,6.38,3.585,8.09,,False,,0.012938,False,62.0,
GODFRYPHLP.NS,2024-03-05,2024-03-11,AVOID,AVOID,,FAVORABLE,WEAK,16.0,TARGET_HIT,3,10.026717642155715,9.726717642155714,1.212599924184225,1,True,,28.1,3.5127,8.0,26.91,26.0,2.2e-05,2.68,0.397,0.48,0.699,0.48,,True,,0.049191,False,80.0,
TEGA.NS,2024-03-05,2024-03-21,AVOID,AVOID,,FAVORABLE,NEUTRAL,34.0,TARGET_HIT,11,12.297456839413465,11.997456839413465,1.21950589012859,3,True,,28.97,9.6573,3.0,20.61,15.0,0.000198,0.83,0.382,18.1,0.9,18.1,,False,,0.050556,False,45.0,
GESHIP.NS,2024-03-05,2024-03-12,MONITOR,MONITOR,,FAVORABLE,NEUTRAL,46.2,STOP_HIT,4,-6.918269029869403,-7.218269029869403,-1.0433634480973144,1,True,,11.64,1.9402,6.0,13.1,28.0,3.9e-05,0.736,0.565,2.95,2.633,2.95,,False,,0.045669,False,56.0,
BERGEPAINT.NS,2024-03-05,2024-04-16,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,26,-5.997019073652285,-6.297019073652285,-1.0500248534005903,6,True,,5.96,0.7452,8.0,10.57,11.0,0.001004,1.77,0.909,7.14,0.451,24.07,,False,,0.025778,False,7.0,
BOSCHLTD.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,NEUTRAL,2.8,STOP_HIT,5,-5.094106238938777,-5.394106238938777,-1.0588915868512583,1,True,,10.49,0.6171,17.0,26.23,36.0,0.000316,1.653,0.77,0.67,1.431,0.67,,True,,1.344046,False,64.0,
NETWEB.NS,2024-03-05,2024-03-12,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,4,-9.425430622565422,-9.725430622565423,-1.0318287844888243,1,True,,14.14,4.7139,3.0,31.58,28.0,-0.000194,0.887,0.682,8.51,0.913,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
GLAND.NS,2024-03-05,2024-05-08,AVOID,AVOID,,FAVORABLE,,0.0,TIME_EXIT,40,-2.221146453284734,-2.5211464532847336,-0.2868038902335474,8,True,,10.46,10.4558,1.0,19.09,14.0,5.5e-05,0.917,0.419,14.76,1.461,19.97,,False,,0.078539,False,36.0,
NAVA.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,NEUTRAL,34.4,STOP_HIT,5,-7.533653254476823,-7.833653254476823,-1.0398213177413929,1,True,,15.99,3.1989,5.0,8.72,12.0,-0.000171,0.508,1.537,3.53,1.231,3.53,,True,,0.011706,False,72.0,
WELCORP.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-8.149488729555632,-8.449488729555632,-1.0368121252701405,1,True,,9.06,0.9065,10.0,11.46,7.0,-0.000416,0.934,1.544,4.02,0.441,11.9,,False,,0.024586,False,81.0,
KIRLOSENG.NS,2024-03-05,2024-03-11,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,3,-8.201971812995994,-8.501971812995995,-1.0365765704686587,1,True,,50.52,1.5308,33.0,10.75,8.0,-0.000414,0.525,1.143,9.13,0.327,9.13,,False,,0.039421,False,85.0,
INDUSTOWER.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-7.967887798026826,-8.267887798026827,-1.0376511325968085,1,True,,9.3,1.8596,5.0,23.95,20.0,-2.8e-05,0.952,0.497,3.65,0.676,3.65,,True,,0.011695,False,77.0,
MCX.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,5,-7.385216415446768,-7.685216415446768,-1.040621693816924,1,True,,14.4,3.5996,4.0,8.07,12.0,-0.000716,0.417,0.574,7.79,0.561,10.38,,False,,0.032255,False,88.0,
POWERGRID.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,NEUTRAL,14.6,STOP_HIT,5,-5.956887820063507,-6.256887820063507,-1.0503618683215024,1,True,,28.02,2.5477,11.0,11.03,23.0,4.9e-05,1.42,0.721,0.67,0.521,0.67,,False,,0.013195,False,23.0,
POLYCAB.NS,2024-03-05,2024-03-20,MONITOR,MONITOR,,FAVORABLE,NEUTRAL,40.4,STOP_HIT,10,-5.449231097792731,-5.749231097792731,-1.0550536386906986,2,True,,14.53,1.3211,11.0,5.87,8.0,-0.000668,0.604,0.877,0.82,1.204,14.3,,False,,0.219772,False,27.0,
BAJFINANCE.NS,2024-03-05,2024-03-20,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,10,5.638295384649621,5.338295384649621,1.1834905366928912,2,True,,4.16,0.4623,9.0,7.86,13.0,-7.3e-05,0.708,1.331,7.09,1.7,22.8,,False,,0.02817,False,14.0,
NEWGEN.NS,2024-03-05,2024-03-11,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,3,-9.574711719396033,-9.874711719396034,-1.03133253603785,1,True,,11.95,2.3908,5.0,23.44,25.0,0.000152,1.151,0.87,4.75,1.844,5.4,,False,,0.038126,False,91.0,
DMART.NS,2024-03-05,2024-03-11,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,3,4.891628864896542,4.591628864896542,1.1733384195004892,1,True,,8.34,0.6951,12.0,3.83,6.0,-5.4e-05,0.818,0.679,2.88,0.584,8.83,,False,,0.171518,False,28.0,
SHRIRAMFIN.NS,2024-03-05,2024-03-15,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,7,89.31316321458192,89.01316321458192,1.2458012908007856,2,True,,136.48,7.183,19.0,59.58,18.0,0.00055,1.594,165.463,58.04,0.006,58.04,,True,,0.008791,False,16.0,
TECHNOE.NS,2024-03-05,2024-03-12,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,4,-9.024977573931478,-9.324977573931479,-1.033241079830109,1,True,,18.29,4.5736,4.0,19.01,13.0,-0.000628,1.403,1.227,12.44,0.434,12.44,,False,,0.033682,False,69.0,
BAJAJHLDNG.NS,2024-03-05,2024-03-14,AVOID,AVOID,,FAVORABLE,WEAK,35.4,STOP_HIT,6,-6.231148522157632,-6.531148522157632,-1.0481452173597237,2,True,,13.75,0.6548,21.0,8.45,13.0,0.000715,1.236,0.792,6.66,1.436,6.66,,True,,0.390322,False,52.0,
MGL.NS,2024-03-05,2024-03-06,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,1,-4.931047523507721,-5.231047523507721,-1.0608389999426722,1,True,,7.81,0.9764,8.0,8.05,9.0,-0.0002,1.058,0.537,0.92,2.128,0.92,,True,,0.070021,False,54.0,
NH.NS,2024-03-05,2024-04-08,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,21,9.577333016041353,9.277333016041352,1.2108450495172403,5,True,,5.89,0.654,9.0,12.18,8.0,0.001076,0.806,1.752,11.63,1.147,13.74,,False,,0.055752,False,38.0,
TATACONSUM.NS,2024-03-05,2024-03-07,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,2,5.203392057818883,4.903392057818883,1.1779316269400648,1,True,,6.23,3.1137,2.0,11.45,23.0,-0.000115,0.711,0.904,1.1,0.65,1.1,,True,,0.053703,False,70.0,
INFY.NS,2024-03-05,2024-03-21,AVOID,AVOID,,FAVORABLE,,0.0,STOP_HIT,11,-3.729397575448836,-4.0293975754488365,-1.0804419464352484,3,True,,4.65,1.549,3.0,6.4,13.0,-0.000157,0.865,0.775,6.13,1.046,7.3,,False,,0.071859,False,32.0,
KAYNES.NS,2024-03-05,2024-03-13,AVOID,AVOID,is_ascending_triangle_breakout,FAVORABLE,NEUTRAL,33.4,STOP_HIT,5,-11.559831919221594,-11.859831919221595,-1.0259519344309118,1,True,,13.33,4.443,3.0,12.84,8.0,-0.000475,1.964,0.648,1.04,2.958,1.04,,True,,0.143807,False,92.0,
NESTLEIND.NS,2024-03-05,2024-03-13,AVOID,AVOID,,FAVORABLE,,0.0,TARGET_HIT,5,4.184597660276092,3.884597660276092,1.1603856498415996,1,True,,2.77,0.2522,11.0,7.93,20.0,-0.000257,0.858,0.803,2.98,0.457,7.82,,False,,0.05572,False,46.0,
